1.840189658105373383e-02,-1.030873786658048630e-02,8.111813664436340332e-01,-4.969135858118534088e-03,6.111083924770355225e-02,8.077071309089660645e-01,5.863872170448303223e-01,1.097334846854209900e-01,2.318835556507110596e-01,6.192527413368225098e-01,1.934734880924224854e-01,5.661469325423240662e-02,-8.129400759935379028e-02,-3.428071364760398865e-02,-3.525134921073913574e-01,-7.796796560287475586e-01,7.637619227170944214e-02,-8.198728784918785095e-03,1.189142465591430664e-01,5.555393546819686890e-02,5.229780077934265137e-02,1.038871407508850098e-01,1.108455136418342590e-01,6.802765130996704102e-01,-4.858722984790802002e-01,4.961325228214263916e-01,1.577520221471786499e-01,-9.629688411951065063e-02,-1.578437983989715576e-01,-1.873832941055297852e-01,-9.819684624671936035e-01,6.922212839126586914e-01,2.948015630245208740e-01,-4.201127290725708008e-01,-1.659577488899230957e-01,2.629519999027252197e-01
2.715074457228183746e-02,5.618783645331859589e-03,8.127099275588989258e-01,-1.464949571527540684e-03,5.775328725576400757e-02,8.103081583976745605e-01,5.831493139266967773e-01,7.131457328796386719e-02,2.442451417446136475e-01,5.581918954849243164e-01,2.581905424594879150e-01,6.568648666143417358e-02,-7.361114770174026489e-02,1.256198249757289886e-02,-3.202619552612304688e-01,-8.039770722389221191e-01,4.794497415423393250e-02,-3.459774702787399292e-02,1.196390613913536072e-01,1.790269091725349426e-02,1.226258650422096252e-01,1.069113388657569885e-01,6.713165342807769775e-02,5.763676166534423828e-01,-5.498555302619934082e-01,6.583038568496704102e-01,1.529283821582794189e-01,-1.438153833150863647e-01,-1.551842093467712402e-01,-1.903677582740783691e-01,-1.054479718208312988e+00,7.020825743675231934e-01,3.569148182868957520e-01,-4.258832931518554688e-01,-2.192316353321075439e-01,2.324637174606323242e-01
3.852197527885437012e-02,1.846368052065372467e-02,8.140806555747985840e-01,4.590841010212898254e-03,5.915500223636627197e-02,7.989855408668518066e-01,5.984160304069519043e-01,5.507711693644523621e-02,2.305865436792373657e-01,5.467450022697448730e-01,2.795082330703735352e-01,5.383702367544174194e-02,-5.815508589148521423e-02,2.527535147964954376e-02,-2.979803681373596191e-01,-7.759205698966979980e-01,3.751139715313911438e-02,-5.880327895283699036e-02,1.181330531835556030e-01,2.036768756806850433e-02,1.365547031164169312e-01,1.157756522297859192e-01,8.568871766328811646e-02,5.504783391952514648e-01,-5.544781088829040527e-01,7.281018495559692383e-01,1.658959686756134033e-01,-1.435931473970413208e-01,-1.635492444038391113e-01,-1.942771971225738525e-01,-1.086938500404357910e+00,6.866417527198791504e-01,3.804210424423217773e-01,-4.235713183879852295e-01,-2.252710014581680298e-01,2.275352776050567627e-01
5.015191063284873962e-02,2.789340354502201080e-02,8.154845237731933594e-01,1.197253726422786713e-02,5.859014391899108887e-02,7.822073698043823242e-01,6.201415061950683594e-01,3.515828028321266174e-02,2.081976681947708130e-01,5.244932174682617188e-01,2.889072597026824951e-01,4.308040067553520203e-02,-4.685365781188011169e-02,3.111820109188556671e-02,-2.772023677825927734e-01,-7.321553230285644531e-01,3.341577947139739990e-02,-7.355801016092300415e-02,1.172537729144096375e-01,2.822842635214328766e-02,1.455875486135482788e-01,1.331587582826614380e-01,1.129385456442832947e-01,5.321281552314758301e-01,-5.527613759040832520e-01,7.854205965995788574e-01,1.879579275846481323e-01,-1.418650448322296143e-01,-1.754159182310104370e-01,-1.987707167863845825e-01,-1.106189846992492676e+00,6.617758274078369141e-01,4.202295839786529541e-01,-4.251179397106170654e-01,-2.181289196014404297e-01,2.134790420532226562e-01
6.296035647392272949e-02,3.757691383361816406e-02,8.167174458503723145e-01,1.975241489708423615e-02,5.719141289591789246e-02,7.626506090164184570e-01,6.439744234085083008e-01,5.450230557471513748e-03,1.812833696603775024e-01,4.917085170745849609e-01,2.847573459148406982e-01,2.975641191005706787e-02,-3.826105967164039612e-02,3.875464946031570435e-02,-2.535971403121948242e-01,-6.772866249084472656e-01,2.797175943851470947e-02,-8.467549830675125122e-02,1.179497912526130676e-01,4.749273881316184998e-02,1.532589495182037354e-01,1.513334661722183228e-01,1.406508833169937134e-01,5.132074356079101562e-01,-5.419096946716308594e-01,8.335666060447692871e-01,2.088308036327362061e-01,-1.405949890613555908e-01,-1.780509799718856812e-01,-2.036984711885452271e-01,-1.110540270805358887e+00,6.264261007308959961e-01,4.856981337070465088e-01,-4.171153604984283447e-01,-2.020014673471450806e-01,1.868173182010650635e-01
7.761327922344207764e-02,5.141858011484146118e-02,8.176128268241882324e-01,2.542414143681526184e-02,5.552998930215835571e-02,7.399747967720031738e-01,6.698562502861022949e-01,-3.102900087833404541e-02,1.537622362375259399e-01,4.473384618759155273e-01,2.700443863868713379e-01,1.855784654617309570e-02,-2.772340923547744751e-02,5.098229274153709412e-02,-2.218731045722961426e-01,-6.135215759277343750e-01,1.814101263880729675e-02,-9.434746205806732178e-02,1.143432259559631348e-01,6.886375695466995239e-02,1.619233191013336182e-01,1.683661341667175293e-01,1.661579906940460205e-01,4.910296201705932617e-01,-5.337601900100708008e-01,8.834110498428344727e-01,2.329789549112319946e-01,-1.400347203016281128e-01,-1.727519482374191284e-01,-2.099213600158691406e-01,-1.088021993637084961e+00,5.772715210914611816e-01,5.769605636596679688e-01,-3.948863744735717773e-01,-1.768792718648910522e-01,1.451722979545593262e-01
8.986917138099670410e-02,5.997701734304428101e-02,8.179779052734375000e-01,3.020106069743633270e-02,5.214009061455726624e-02,7.175642251968383789e-01,6.938810348510742188e-01,-6.841374188661575317e-02,1.324717104434967041e-01,3.974665999412536621e-01,2.494354397058486938e-01,1.240380480885505676e-02,-1.779074780642986298e-02,6.138186156749725342e-02,-1.924934685230255127e-01,-5.517176985740661621e-01,7.432813756167888641e-03,-9.634035080671310425e-02,1.061058416962623596e-01,9.137042611837387085e-02,1.676188409328460693e-01,1.853276789188385010e-01,1.802347600460052490e-01,4.693843424320220947e-01,-5.318613648414611816e-01,9.306903481483459473e-01,2.607065737247467041e-01,-1.445642560720443726e-01,-1.609024703502655029e-01,-2.181454598903656006e-01,-1.037971138954162598e+00,5.157868266105651855e-01,6.916965246200561523e-01,-3.682599961757659912e-01,-1.491984426975250244e-01,7.932054996490478516e-02
1.037847250699996948e-01,7.063079625368118286e-02,8.178460001945495605e-01,3.286052867770195007e-02,4.910128563642501831e-02,6.948427557945251465e-01,7.167306542396545410e-01,-9.812564402818679810e-02,1.163991540670394897e-01,3.593306243419647217e-01,2.247103750705718994e-01,4.489074461162090302e-03,-6.301158573478460312e-03,7.373535633087158203e-02,-1.600610315799713135e-01,-4.905795753002166748e-01,-2.477493602782487869e-03,-9.813623130321502686e-02,9.663719683885574341e-02,1.054998636245727539e-01,1.694960892200469971e-01,2.001507878303527832e-01,1.868140995502471924e-01,4.441417157649993896e-01,-5.425382256507873535e-01,9.732922315597534180e-01,2.956534922122955322e-01,-1.474542766809463501e-01,-1.400709301233291626e-01,-2.358074933290481567e-01,-9.560542106628417969e-01,4.408844113349914551e-01,8.268901109695434570e-01,-3.376796543598175049e-01,-1.131952628493309021e-01,-6.947811692953109741e-03
1.121639758348464966e-01,7.654657214879989624e-02,8.170157074928283691e-01,3.572754189372062683e-02,4.425198212265968323e-02,6.755976676940917969e-01,7.350735068321228027e-01,-1.277433186769485474e-01,1.074149012565612793e-01,3.271908462047576904e-01,2.119130045175552368e-01,7.015747018158435822e-03,-5.190679803490638733e-03,8.735757321119308472e-02,-1.361267715692520142e-01,-4.363419115543365479e-01,-1.218912843614816666e-02,-1.012085676193237305e-01,8.899436146020889282e-02,1.271670758724212646e-01,1.638551950454711914e-01,2.169192880392074585e-01,1.801763176918029785e-01,4.308418631553649902e-01,-5.483974814414978027e-01,1.003113508224487305e+00,3.039030432701110840e-01,-1.489769816398620605e-01,-1.252701580524444580e-01,-2.507101595401763916e-01,-8.955852985382080078e-01,4.020877480506896973e-01,9.095255136489868164e-01,-3.080618381500244141e-01,-1.025171801447868347e-01,-6.335554271936416626e-02
1.216474846005439758e-01,8.650958538055419922e-02,8.154222369194030762e-01,3.535520657896995544e-02,3.789207711815834045e-02,6.521740555763244629e-01,7.562957406044006348e-01,-1.585762798786163330e-01,1.000858843326568604e-01,2.941666543483734131e-01,1.848668307065963745e-01,1.400187332183122635e-02,-4.070904571563005447e-03,1.021690815687179565e-01,-1.046419516205787659e-01,-3.744113445281982422e-01,-1.576274633407592773e-02,-1.082772985100746155e-01,7.750928401947021484e-02,1.322262436151504517e-01,1.631956845521926880e-01,2.334618270397186279e-01,1.693079769611358643e-01,4.020723104476928711e-01,-5.431703925132751465e-01,1.028156757354736328e+00,2.916668951511383057e-01,-1.498583555221557617e-01,-1.121832728385925293e-01,-2.663368582725524902e-01,-8.136260509490966797e-01,3.396675586700439453e-01,9.877545833587646484e-01,-2.525855004787445068e-01,-8.782789856195449829e-02,-1.298800557851791382e-01
